CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Solano_06.21.1983-12.31.1992
382360N1219516W001,,3/17/1986,00:00,,,5.200,0.000,5.200,21.860,20.560,16.660,3.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382360N1219516W001,,10/2/1986,00:00,,,10.600,0.000,10.600,21.860,20.560,11.260,9.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382360N1219516W001,,3/4/1987,00:00,,,10.000,0.000,10.000,21.860,20.560,11.860,8.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382360N1219516W001,,10/14/1987,00:00,,,11.300,0.000,11.300,21.860,20.560,10.560,10.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382360N1219516W001,,3/8/1988,00:00,,,9.300,0.000,9.300,21.860,20.560,12.560,8.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382360N1219516W001,,10/3/1988,00:00,,,11.500,0.000,11.500,21.860,20.560,10.360,10.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382360N1219516W001,,2/28/1989,00:00,,,10.600,0.000,10.600,21.860,20.560,11.260,9.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382360N1219516W001,,12/22/1989,00:00,,,11.200,0.000,11.200,21.860,20.560,10.660,9.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,3/30/1990,00:00,,,5.600,0.000,5.600,3.550,2.450,-2.050,4.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,10/17/1990,00:00,,,6.900,0.000,6.900,3.550,2.450,-3.350,5.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,2/27/1991,00:00,,,6.300,0.000,6.300,3.550,2.450,-2.750,5.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,10/18/1991,00:00,,,6.200,0.000,6.200,3.550,2.450,-2.650,5.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,3/11/1992,00:00,,,4.500,0.000,4.500,3.550,2.450,-0.950,3.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,10/5/1992,00:00,,,6.000,0.000,6.000,3.550,2.450,-2.450,4.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,10/5/1983,00:00,,,5.000,0.000,5.000,3.550,2.450,-1.450,3.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,3/20/1984,00:00,,,4.100,0.000,4.100,3.550,2.450,-0.550,3.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,10/3/1984,00:00,,,5.400,0.000,5.400,3.550,2.450,-1.850,4.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,3/11/1985,00:00,,,4.500,0.000,4.500,3.550,2.450,-0.950,3.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,10/9/1985,00:00,,,6.000,0.000,6.000,3.550,2.450,-2.450,4.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,3/18/1986,00:00,,,0.800,0.000,0.800,3.550,2.450,2.750,-0.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,10/3/1986,00:00,,,4.300,0.000,4.300,3.550,2.450,-0.750,3.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,3/3/1987,00:00,,,3.400,0.000,3.400,3.550,2.450,0.150,2.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,10/13/1987,00:00,,,6.200,0.000,6.200,3.550,2.450,-2.650,5.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,3/8/1988,00:00,,,5.300,0.000,5.300,3.550,2.450,-1.750,4.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,10/3/1988,00:00,,,7.000,0.000,7.000,3.550,2.450,-3.450,5.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,2/28/1989,00:00,,,6.000,0.000,6.000,3.550,2.450,-2.450,4.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382454N1217027W001,,10/12/1989,00:00,,,6.500,0.000,6.500,3.550,2.450,-2.950,5.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382465N1218379W001,,10/11/1983,00:00,,,3.300,0.000,3.300,22.520,21.520,19.220,2.300,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382465N1218379W001,,3/23/1984,00:00,,,0.500,0.000,0.500,22.520,21.520,22.020,-0.500,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382465N1218379W001,,10/5/1984,00:00,,,4.400,0.000,4.400,22.520,21.520,18.120,3.400,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382465N1218379W001,,3/22/1985,00:00,,,2.100,0.000,2.100,22.520,21.520,20.420,1.100,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382465N1218379W001,,10/4/1985,00:00,,,5.200,0.000,5.200,22.520,21.520,17.320,4.200,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382465N1218379W001,,3/20/1986,00:00,,,1.900,0.000,1.900,22.520,21.520,20.620,0.900,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382465N1218379W001,,10/20/1986,00:00,,,4.900,0.000,4.900,22.520,21.520,17.620,3.900,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382465N1218379W001,,3/25/1987,00:00,,,2.300,0.000,2.300,22.520,21.520,20.220,1.300,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382465N1218379W001,,10/21/1987,00:00,,,5.500,0.000,5.500,22.520,21.520,17.020,4.500,UNK - Unknown,Unknown,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382465N1218379W001,,3/10/1988,00:00,9 - Temporarily inaccessible,,,,,22.520,21.520,,,,,Solano Irrigation District,Voluntary,NOT ALLOWED TO PASS OVER   PROPERTY,Solano_06.21.1983-12.31.1992
382465N1218379W001,,10/24/1988,00:00,9 - Temporarily inaccessible,,,,,22.520,21.520,,,,,Solano Irrigation District,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,6/28/1983,00:00,,,16.200,0.000,16.200,68.020,67.620,51.820,15.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,7/28/1983,00:00,,,17.500,0.000,17.500,68.020,67.620,50.520,17.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,8/25/1983,00:00,,,19.100,0.000,19.100,68.020,67.620,48.920,18.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,10/4/1983,00:00,,,21.200,0.000,21.200,68.020,67.620,46.820,20.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,11/2/1983,00:00,,,22.000,0.000,22.000,68.020,67.620,46.020,21.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,11/29/1983,00:00,,,20.200,0.000,20.200,68.020,67.620,47.820,19.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,12/27/1983,00:00,,,13.100,0.000,13.100,68.020,67.620,54.920,12.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,1/25/1984,00:00,,,15.900,0.000,15.900,68.020,67.620,52.120,15.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,2/29/1984,00:00,,,17.900,0.000,17.900,68.020,67.620,50.120,17.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,3/12/1984,00:00,,,18.600,0.000,18.600,68.020,67.620,49.420,18.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,4/25/1984,00:00,,,20.000,0.000,20.000,68.020,67.620,48.020,19.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,5/30/1984,00:00,,,18.000,0.000,18.000,68.020,67.620,50.020,17.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,6/27/1984,00:00,,,18.800,0.000,18.800,68.020,67.620,49.220,18.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,7/31/1984,00:00,,,19.600,0.000,19.600,68.020,67.620,48.420,19.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,8/28/1984,00:00,,,21.000,0.000,21.000,68.020,67.620,47.020,20.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,9/28/1984,00:00,,,21.800,0.000,21.800,68.020,67.620,46.220,21.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,10/2/1984,00:00,,,21.900,0.000,21.900,68.020,67.620,46.120,21.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,11/26/1984,00:00,,,21.200,0.000,21.200,68.020,67.620,46.820,20.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,12/18/1984,00:00,,,21.000,0.000,21.000,68.020,67.620,47.020,20.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,1/30/1985,00:00,,,22.000,0.000,22.000,68.020,67.620,46.020,21.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,2/22/1985,00:00,,,20.400,0.000,20.400,68.020,67.620,47.620,20.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,3/8/1985,00:00,,,20.700,0.000,20.700,68.020,67.620,47.320,20.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,4/24/1985,00:00,,,20.900,0.000,20.900,68.020,67.620,47.120,20.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,5/23/1985,00:00,,,18.200,0.000,18.200,68.020,67.620,49.820,17.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,6/27/1985,00:00,,,15.900,0.000,15.900,68.020,67.620,52.120,15.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,7/29/1985,00:00,,,16.900,0.000,16.900,68.020,67.620,51.120,16.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,8/23/1985,00:00,,,18.200,0.000,18.200,68.020,67.620,49.820,17.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,9/17/1985,00:00,,,19.100,0.000,19.100,68.020,67.620,48.920,18.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,10/7/1985,00:00,,,20.300,0.000,20.300,68.020,67.620,47.720,19.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,11/18/1985,00:00,,,21.700,0.000,21.700,68.020,67.620,46.320,21.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,12/19/1985,00:00,,,21.100,0.000,21.100,68.020,67.620,46.920,20.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,1/16/1986,00:00,,,20.400,0.000,20.400,68.020,67.620,47.620,20.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,2/10/1986,00:00,,,17.400,0.000,17.400,68.020,67.620,50.620,17.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,3/6/1986,00:00,,,8.500,0.000,8.500,68.020,67.620,59.520,8.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,4/11/1986,00:00,,,11.800,0.000,11.800,68.020,67.620,56.220,11.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,5/19/1986,00:00,,,15.600,0.000,15.600,68.020,67.620,52.420,15.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,6/3/1986,00:00,,,16.700,0.000,16.700,68.020,67.620,51.320,16.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,7/8/1986,00:00,,,17.500,0.000,17.500,68.020,67.620,50.520,17.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,8/6/1986,00:00,,,19.900,0.000,19.900,68.020,67.620,48.120,19.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,9/8/1986,00:00,,,20.300,0.000,20.300,68.020,67.620,47.720,19.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,10/1/1986,00:00,,,21.100,0.000,21.100,68.020,67.620,46.920,20.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,11/12/1986,00:00,,,22.200,0.000,22.200,68.020,67.620,45.820,21.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,12/2/1986,00:00,,,22.600,0.000,22.600,68.020,67.620,45.420,22.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,1/8/1987,00:00,,,23.100,0.000,23.100,68.020,67.620,44.920,22.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,2/19/1987,00:00,,,22.200,0.000,22.200,68.020,67.620,45.820,21.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,3/5/1987,00:00,,,22.400,0.000,22.400,68.020,67.620,45.620,22.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,4/9/1987,00:00,,,22.100,0.000,22.100,68.020,67.620,45.920,21.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,5/11/1987,00:00,,,21.500,0.000,21.500,68.020,67.620,46.520,21.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,6/2/1987,00:00,,,21.800,0.000,21.800,68.020,67.620,46.220,21.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,7/8/1987,00:00,,,21.200,0.000,21.200,68.020,67.620,46.820,20.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,8/14/1987,00:00,,,21.700,0.000,21.700,68.020,67.620,46.320,21.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,9/2/1987,00:00,,,22.300,0.000,22.300,68.020,67.620,45.720,21.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,10/14/1987,00:00,,,22.400,0.000,22.400,68.020,67.620,45.620,22.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,11/3/1987,00:00,,,23.300,0.000,23.300,68.020,67.620,44.720,22.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,12/7/1987,00:00,,,23.300,0.000,23.300,68.020,67.620,44.720,22.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,1/11/1988,00:00,,,22.500,0.000,22.500,68.020,67.620,45.520,22.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,2/4/1988,00:00,,,21.500,0.000,21.500,68.020,67.620,46.520,21.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,3/15/1988,00:00,,,21.900,0.000,21.900,68.020,67.620,46.120,21.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,4/7/1988,00:00,,,22.100,0.000,22.100,68.020,67.620,45.920,21.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,5/3/1988,00:00,,,22.200,0.000,22.200,68.020,67.620,45.820,21.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,6/2/1988,00:00,,,21.600,0.000,21.600,68.020,67.620,46.420,21.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,7/6/1988,00:00,,,20.900,0.000,20.900,68.020,67.620,47.120,20.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,8/2/1988,00:00,,,21.700,0.000,21.700,68.020,67.620,46.320,21.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,9/6/1988,00:00,,,21.800,0.000,21.800,68.020,67.620,46.220,21.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,10/11/1988,00:00,,,21.700,0.000,21.700,68.020,67.620,46.320,21.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,11/7/1988,00:00,,,23.300,0.000,23.300,68.020,67.620,44.720,22.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,12/5/1988,00:00,,,23.500,0.000,23.500,68.020,67.620,44.520,23.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,1/4/1989,00:00,,,23.000,0.000,23.000,68.020,67.620,45.020,22.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,2/7/1989,00:00,,,23.100,0.000,23.100,68.020,67.620,44.920,22.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,3/7/1989,00:00,,,23.100,0.000,23.100,68.020,67.620,44.920,22.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,4/11/1989,00:00,,,22.800,0.000,22.800,68.020,67.620,45.220,22.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,5/24/1989,00:00,,,22.700,0.000,22.700,68.020,67.620,45.320,22.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,6/15/1989,00:00,,,21.500,0.000,21.500,68.020,67.620,46.520,21.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,7/18/1989,00:00,,,21.000,0.000,21.000,68.020,67.620,47.020,20.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,8/30/1989,00:00,,,22.000,0.000,22.000,68.020,67.620,46.020,21.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,9/20/1989,00:00,,,22.700,0.000,22.700,68.020,67.620,45.320,22.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,10/31/1989,00:00,,,23.200,0.000,23.200,68.020,67.620,44.820,22.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,11/28/1989,00:00,,,23.700,0.000,23.700,68.020,67.620,44.320,23.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,12/22/1989,00:00,,,23.900,0.000,23.900,68.020,67.620,44.120,23.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,1/19/1990,00:00,,,23.000,0.000,23.000,68.020,67.620,45.020,22.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,2/16/1990,00:00,,,23.500,0.000,23.500,68.020,67.620,44.520,23.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,3/14/1990,00:00,,,23.300,0.000,23.300,68.020,67.620,44.720,22.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,4/11/1990,00:00,,,23.200,0.000,23.200,68.020,67.620,44.820,22.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,5/9/1990,00:00,,2 - Nearby pump operating,25.500,0.000,25.500,68.020,67.620,42.520,25.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,6/8/1990,00:00,,,22.800,0.000,22.800,68.020,67.620,45.220,22.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,7/3/1990,00:00,,,22.100,0.000,22.100,68.020,67.620,45.920,21.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,8/6/1990,00:00,,,21.200,0.000,21.200,68.020,67.620,46.820,20.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,9/4/1990,00:00,,,22.000,0.000,22.000,68.020,67.620,46.020,21.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,10/10/1990,00:00,,,22.200,0.000,22.200,68.020,67.620,45.820,21.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,11/6/1990,00:00,,,23.500,0.000,23.500,68.020,67.620,44.520,23.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,12/12/1990,00:00,,,24.000,0.000,24.000,68.020,67.620,44.020,23.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,1/14/1991,00:00,,,24.300,0.000,24.300,68.020,67.620,43.720,23.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,2/7/1991,00:00,,,24.000,0.000,24.000,68.020,67.620,44.020,23.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,3/7/1991,00:00,,,23.300,0.000,23.300,68.020,67.620,44.720,22.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,4/2/1991,00:00,,,22.100,0.000,22.100,68.020,67.620,45.920,21.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,5/8/1991,00:00,,,23.000,0.000,23.000,68.020,67.620,45.020,22.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,6/20/1991,00:00,,,21.900,0.000,21.900,68.020,67.620,46.120,21.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,7/15/1991,00:00,,,22.600,0.000,22.600,68.020,67.620,45.420,22.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,8/5/1991,00:00,,,21.100,0.000,21.100,68.020,67.620,46.920,20.700,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,9/4/1991,00:00,,,22.000,0.000,22.000,68.020,67.620,46.020,21.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
382482N1221206W001,,10/18/1991,00:00,,,23.200,0.000,23.200,68.020,67.620,44.820,22.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,,Solano_06.21.1983-12.31.1992
