CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,SanBenito_06.21.1983-06.21.2013
367966N1213579W001,3562,4/1/2013,11:36,,,171.420,0.000,171.420,522.000,521.500,350.580,170.920,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
367997N1213671W001,1513,10/6/2011,00:00,0 - Measurement Discontinued,,,,,375.000,374.500,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
367997N1213671W001,1513,1/17/2012,11:07,,,12.580,0.000,12.580,375.000,374.500,362.420,12.080,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
367997N1213671W001,1513,4/3/2012,10:00,,,13.410,0.000,13.410,375.000,374.500,361.590,12.910,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
367997N1213671W001,1513,7/16/2012,11:36,,,14.480,0.000,14.480,375.000,374.500,360.520,13.980,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
367997N1213671W001,1513,10/11/2012,10:10,,,15.120,0.000,15.120,375.000,374.500,359.880,14.620,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
367997N1213671W001,1513,1/7/2013,14:43,,,15.010,0.000,15.010,375.000,374.500,359.990,14.510,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
367997N1213671W001,1513,4/10/2013,14:26,,,16.120,0.000,16.120,375.000,374.500,358.880,15.620,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368047N1213654W001,1520,10/6/2011,00:00,0 - Measurement Discontinued,,,,,400.000,400.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368047N1213654W001,1520,1/17/2012,11:13,,,57.240,0.000,57.240,400.000,400.000,342.760,57.240,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368047N1213654W001,1520,4/3/2012,10:10,,,54.240,0.000,54.240,400.000,400.000,345.760,54.240,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368047N1213654W001,1520,7/16/2012,11:10,,,56.430,0.000,56.430,400.000,400.000,343.570,56.430,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368047N1213654W001,1520,10/11/2012,09:32,,,58.270,0.000,58.270,400.000,400.000,341.730,58.270,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368047N1213654W001,1520,1/7/2013,14:10,,,54.360,0.000,54.360,400.000,400.000,345.640,54.360,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368047N1213654W001,1520,4/15/2013,15:13,,,56.380,0.000,56.380,400.000,400.000,343.620,56.380,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368061N1213749W001,1461,10/6/2011,00:00,0 - Measurement Discontinued,,,,,348.000,348.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368061N1213749W001,1461,1/17/2012,11:26,,,11.580,0.000,11.580,348.000,348.000,336.420,11.580,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368061N1213749W001,1461,4/3/2012,10:21,,,11.090,0.000,11.090,348.000,348.000,336.910,11.090,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368061N1213749W001,1461,7/16/2012,09:17,,,10.460,0.000,10.460,348.000,348.000,337.540,10.460,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368061N1213749W001,1461,10/11/2012,09:15,,,10.120,0.000,10.120,348.000,348.000,337.880,10.120,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368061N1213749W001,1461,1/7/2013,13:58,,,9.470,0.000,9.470,348.000,348.000,338.530,9.470,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368061N1213749W001,1461,4/15/2013,15:05,,,11.260,0.000,11.260,348.000,348.000,336.740,11.260,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368093N1213943W001,1567,10/6/2011,00:00,0 - Measurement Discontinued,,,,,365.000,364.500,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368093N1213943W001,1567,1/13/2012,09:21,9 - Temporarily inaccessible,,,,,365.000,364.500,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368093N1213943W001,1567,4/3/2012,08:24,9 - Temporarily inaccessible,,,,,365.000,364.500,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368093N1213943W001,1567,7/17/2012,02:14,9 - Temporarily inaccessible,,,,,365.000,364.500,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368093N1213943W001,1567,10/11/2012,08:24,9 - Temporarily inaccessible,,,,,365.000,364.500,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368093N1213943W001,1567,1/7/2013,13:39,9 - Temporarily inaccessible,,,,,365.000,364.500,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368093N1213943W001,1567,4/10/2013,08:10,9 - Temporarily inaccessible,,,,,365.000,364.500,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368100N1213804W001,1452,12/6/2011,00:00,0 - Measurement Discontinued,,,,,332.000,331.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368100N1213804W001,1452,1/17/2012,11:26,,,11.250,0.000,11.250,332.000,331.000,320.750,10.250,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368100N1213804W001,1452,4/3/2012,10:35,,,11.180,0.000,11.180,332.000,331.000,320.820,10.180,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368100N1213804W001,1452,7/16/2012,08:32,,,10.570,0.000,10.570,332.000,331.000,321.430,9.570,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368100N1213804W001,1452,10/11/2012,08:46,,,9.570,0.000,9.570,332.000,331.000,322.430,8.570,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368100N1213804W001,1452,1/7/2013,13:44,,,8.850,0.000,8.850,332.000,331.000,323.150,7.850,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368100N1213804W001,1452,4/15/2013,14:26,,,10.200,0.000,10.200,332.000,331.000,321.800,9.200,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368121N1213914W001,1464,10/6/2011,00:00,0 - Measurement Discontinued,,,,,324.000,323.330,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368121N1213914W001,1464,1/13/2012,09:26,,,71.380,0.000,71.380,324.000,323.330,252.620,70.710,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368121N1213914W001,1464,4/3/2012,08:38,,,74.380,0.000,74.380,324.000,323.330,249.620,73.710,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368121N1213914W001,1464,7/17/2012,13:37,,,76.540,0.000,76.540,324.000,323.330,247.460,75.870,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368121N1213914W001,1464,10/11/2012,08:09,,,77.320,0.000,77.320,324.000,323.330,246.680,76.650,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368121N1213914W001,1464,1/7/2013,13:27,,,72.140,0.000,72.140,324.000,323.330,251.860,71.470,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368121N1213914W001,1464,4/10/2013,09:07,,,74.650,0.000,74.650,324.000,323.330,249.350,73.980,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368141N1214501W001,San Justo 3 (Brig),10/13/2011,00:00,,1 - Pumping,74.230,0.000,74.230,385.000,383.500,310.770,72.730,ES - Electric sounder measurement,Unknown,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368141N1214501W001,San Justo 3 (Brig),1/25/2012,09:03,,,62.470,0.000,62.470,384.000,382.500,321.530,60.970,ES - Electric sounder measurement,Unknown,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368141N1214501W001,San Justo 3 (Brig),4/19/2012,10:38,,1 - Pumping,84.760,0.000,84.760,384.000,382.500,299.240,83.260,ES - Electric sounder measurement,Unknown,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368141N1214501W001,San Justo 3 (Brig),7/19/2012,08:31,,1 - Pumping,92.760,0.000,92.760,384.000,382.500,291.240,91.260,ES - Electric sounder measurement,Unknown,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368141N1214501W001,San Justo 3 (Brig),10/11/2012,14:14,,,74.360,0.000,74.360,384.000,382.500,309.640,72.860,ES - Electric sounder measurement,Unknown,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368141N1214501W001,San Justo 3 (Brig),1/14/2013,11:59,,,73.560,0.000,73.560,384.000,382.500,310.440,72.060,ES - Electric sounder measurement,Unknown,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368141N1214501W001,San Justo 3 (Brig),4/1/2013,10:35,,,75.280,0.000,75.280,384.000,382.500,308.720,73.780,ES - Electric sounder measurement,Unknown,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368162N1214577W001,3522,12/13/2011,09:00,2 - Pump house locked,,,,,351.000,351.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368162N1214577W001,3522,1/25/2012,08:15,4 - Can't get tape in casing,,,,,353.000,353.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368162N1214577W001,3522,4/19/2012,10:56,4 - Can't get tape in casing,,,,,353.000,353.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368162N1214577W001,3522,7/19/2012,08:54,4 - Can't get tape in casing,,,,,353.000,353.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368162N1214577W001,3522,10/11/2012,15:05,4 - Can't get tape in casing,,,,,353.000,353.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368162N1214577W001,3522,1/14/2013,11:47,4 - Can't get tape in casing,,,,,353.000,353.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368162N1214577W001,3522,4/1/2013,10:10,4 - Can't get tape in casing,,,,,353.000,353.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368171N1213704W001,1537 A,10/6/2011,08:30,,,124.000,0.000,124.000,438.000,438.000,314.000,124.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368171N1213704W001,1537 A,1/6/2012,08:00,,,117.000,0.000,117.000,440.000,440.000,323.000,117.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368171N1213704W001,1537 A,4/10/2012,08:00,,,118.000,0.000,118.000,440.000,440.000,322.000,118.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368171N1213704W001,1537 A,8/1/2012,00:00,,,119.000,0.000,119.000,440.000,440.000,321.000,119.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368171N1213704W001,1537 A,10/9/2012,11:00,,,118.000,0.000,118.000,440.000,440.000,322.000,118.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368171N1213704W001,1537 A,1/24/2013,11:20,,,114.000,0.000,114.000,440.000,440.000,326.000,114.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368171N1213704W001,1537 A,4/24/2013,13:55,,,114.000,0.000,114.000,440.000,440.000,326.000,114.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368217N1213995W001,3336,10/6/2011,00:00,0 - Measurement Discontinued,,,,,309.000,308.330,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368217N1213995W001,3336,1/13/2012,09:00,,,22.490,0.000,22.490,309.000,308.330,286.510,21.820,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368217N1213995W001,3336,4/3/2012,08:07,,,21.360,0.000,21.360,309.000,308.330,287.640,20.690,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368217N1213995W001,3336,7/17/2012,08:47,,,23.450,0.000,23.450,309.000,308.330,285.550,22.780,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368217N1213995W001,3336,10/10/2012,12:49,,,23.130,0.000,23.130,309.000,308.330,285.870,22.460,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368217N1213995W001,3336,1/7/2013,13:08,,,21.350,0.000,21.350,309.000,308.330,287.650,20.680,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368217N1213995W001,3336,4/10/2013,09:21,,,23.440,0.000,23.440,309.000,308.330,285.560,22.770,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368222N1214024W001,3337,10/6/2011,00:00,0 - Measurement Discontinued,,,,,312.000,312.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368222N1214024W001,3337,1/12/2012,15:19,4 - Can't get tape in casing,,,,,312.000,312.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368222N1214024W001,3337,4/3/2012,13:24,0 - Measurement Discontinued,,,,,312.000,312.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368222N1214024W001,3337,7/17/2012,08:26,0 - Measurement Discontinued,,,,,312.000,312.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368222N1214024W001,3337,10/10/2012,00:00,0 - Measurement Discontinued,,,,,312.000,312.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368222N1214024W001,3337,1/7/2013,11:56,0 - Measurement Discontinued,,,,,312.000,312.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368222N1214024W001,3337,4/15/2013,13:42,0 - Measurement Discontinued,,,,,312.000,312.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368227N1213804W001,1536,10/6/2011,08:30,,,81.000,0.000,81.000,349.000,349.000,268.000,81.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368227N1213804W001,1536,1/6/2012,08:23,,,66.000,0.000,66.000,360.000,360.000,294.000,66.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368227N1213804W001,1536,4/10/2012,08:01,,,67.000,0.000,67.000,360.000,360.000,293.000,67.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368227N1213804W001,1536,8/1/2012,00:00,,,71.000,0.000,71.000,360.000,360.000,289.000,71.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368227N1213804W001,1536,10/9/2012,11:00,,,66.000,0.000,66.000,360.000,360.000,294.000,66.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368227N1213804W001,1536,1/24/2013,11:20,,,60.000,0.000,60.000,360.000,360.000,300.000,60.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368227N1213804W001,1536,4/24/2013,13:55,,,58.000,0.000,58.000,360.000,360.000,302.000,58.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368227N1213808W001,1535,10/6/2011,08:30,,,114.000,0.000,114.000,347.000,347.000,233.000,114.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368227N1213808W001,1535,1/6/2012,09:25,,,124.000,0.000,124.000,360.000,360.000,236.000,124.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368227N1213808W001,1535,4/10/2012,08:02,,,129.000,0.000,129.000,360.000,360.000,231.000,129.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368227N1213808W001,1535,8/1/2012,00:00,,,134.000,0.000,134.000,360.000,360.000,226.000,134.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368227N1213808W001,1535,10/9/2012,11:00,,,115.000,0.000,115.000,360.000,360.000,245.000,115.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368227N1213808W001,1535,1/24/2013,11:20,,,107.000,0.000,107.000,360.000,360.000,253.000,107.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368227N1213808W001,1535,4/24/2013,13:55,,,100.000,0.000,100.000,360.000,360.000,260.000,100.000,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368241N1213625W001,2001,10/6/2011,15:01,,,164.780,0.000,164.780,504.000,504.000,339.220,164.780,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368241N1213625W001,2001,1/19/2012,08:15,,,161.540,0.000,161.540,500.000,500.000,338.460,161.540,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368241N1213625W001,2001,4/10/2012,08:00,,,162.640,0.000,162.640,500.000,500.000,337.360,162.640,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368241N1213625W001,2001,8/1/2012,08:13,,,163.580,0.000,163.580,500.000,500.000,336.420,163.580,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368241N1213625W001,2001,10/9/2012,09:16,,,163.750,0.000,163.750,500.000,500.000,336.250,163.750,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368241N1213625W001,2001,1/4/2013,13:08,,,160.880,0.000,160.880,500.000,500.000,339.120,160.880,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368241N1213625W001,2001,4/24/2013,10:47,,,164.160,0.000,164.160,500.000,500.000,335.840,164.160,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368246N1214046W001,1473,10/6/2011,00:00,0 - Measurement Discontinued,,,,,305.000,304.500,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368246N1214046W001,1473,1/12/2012,15:27,,,76.840,0.000,76.840,305.000,304.500,228.160,76.340,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368246N1214046W001,1473,4/3/2012,13:18,,,74.420,0.000,74.420,305.000,304.500,230.580,73.920,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368246N1214046W001,1473,7/17/2012,07:48,,,75.430,0.000,75.430,305.000,304.500,229.570,74.930,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368246N1214046W001,1473,10/10/2012,11:12,,,77.420,0.000,77.420,305.000,304.500,227.580,76.920,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368246N1214046W001,1473,1/7/2013,11:02,,,76.130,0.000,76.130,305.000,304.500,228.870,75.630,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368246N1214046W001,1473,4/15/2013,13:36,,,74.560,0.000,74.560,305.000,304.500,230.440,74.060,ST - Steel tape measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368254N1214273W001,3347,10/6/2011,00:00,0 - Measurement Discontinued,,,,,320.000,320.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368254N1214273W001,3347,1/25/2012,00:00,0 - Measurement Discontinued,,,,,320.000,320.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368254N1214273W001,3347,4/10/2012,00:00,0 - Measurement Discontinued,,,,,320.000,320.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368254N1214273W001,3347,7/27/2012,00:00,0 - Measurement Discontinued,,,,,320.000,320.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368254N1214273W001,3347,10/12/2012,00:00,0 - Measurement Discontinued,,,,,320.000,320.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368254N1214273W001,3347,1/14/2013,00:00,0 - Measurement Discontinued,,,,,320.000,320.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368254N1214273W001,3347,4/1/2013,00:00,0 - Measurement Discontinued,,,,,320.000,320.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368258N1213959W001,1590,10/6/2011,00:00,0 - Measurement Discontinued,,,,,310.000,310.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368258N1213959W001,1590,1/25/2012,00:00,0 - Measurement Discontinued,,,,,310.000,310.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368258N1213959W001,1590,4/19/2012,00:00,0 - Measurement Discontinued,,,,,310.000,310.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368258N1213959W001,1590,7/28/2012,00:00,0 - Measurement Discontinued,,,,,310.000,310.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368258N1213959W001,1590,10/12/2012,00:00,0 - Measurement Discontinued,,,,,310.000,310.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368258N1213959W001,1590,1/14/2013,00:00,0 - Measurement Discontinued,,,,,310.000,310.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368258N1213959W001,1590,4/1/2013,00:00,0 - Measurement Discontinued,,,,,310.000,310.000,,,,,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368258N1215119W001,1296,10/12/2011,09:20,,,28.740,0.000,28.740,205.000,204.500,176.260,28.240,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368258N1215119W001,1296,1/9/2012,13:15,,,19.870,0.000,19.870,207.000,206.500,187.130,19.370,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368258N1215119W001,1296,4/11/2012,12:51,,,17.460,0.000,17.460,207.000,206.500,189.540,16.960,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368258N1215119W001,1296,7/6/2012,14:09,,,17.850,0.000,17.850,207.000,206.500,189.150,17.350,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368258N1215119W001,1296,10/2/2012,12:48,,,16.590,0.000,16.590,207.000,206.500,190.410,16.090,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368258N1215119W001,1296,1/29/2013,11:21,,,16.650,0.000,16.650,207.000,206.500,190.350,16.150,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368258N1215119W001,1296,4/2/2013,10:10,,,17.840,0.000,17.840,207.000,206.500,189.160,17.340,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368271N1214297W001,San Justo 4 (Indart),10/13/2011,09:10,,,57.290,0.000,57.290,315.000,312.000,257.710,54.290,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368271N1214297W001,San Justo 4 (Indart),1/25/2012,08:55,,,58.460,0.000,58.460,318.000,315.000,259.540,55.460,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368271N1214297W001,San Justo 4 (Indart),4/19/2012,08:58,,,57.520,0.000,57.520,318.000,315.000,260.480,54.520,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368271N1214297W001,San Justo 4 (Indart),7/19/2012,09:58,,,55.460,0.000,55.460,318.000,315.000,262.540,52.460,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368271N1214297W001,San Justo 4 (Indart),10/11/2012,13:23,,,57.380,0.000,57.380,318.000,315.000,260.620,54.380,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
368271N1214297W001,San Justo 4 (Indart),1/14/2013,10:15,,,54.320,0.000,54.320,318.000,315.000,263.680,51.320,ES - Electric sounder measurement,0.01 Ft,San Benito County Water District,CASGEM,,SanBenito_06.21.1983-06.21.2013
